ld******/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/LD****** w KQkq - 0 1,195507
l*d*****/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/LD****** w KQkq - 0 1,196389
l**d****/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/LD****** w KQkq - 0 1,196389
l****d**/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/LD****** w KQkq - 0 1,196389
l*****d*/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/LD****** w KQkq - 0 1,195507
l******d/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/LD****** w KQkq - 0 1,196389
ld******/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L*D***** w KQkq - 0 1,196395
l*d*****/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L*D***** w KQkq - 0 1,197281
l**d****/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L*D***** w KQkq - 0 1,197281
l****d**/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L*D***** w KQkq - 0 1,197281
l*****d*/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L*D***** w KQkq - 0 1,196395
l******d/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L*D***** w KQkq - 0 1,197281
ld******/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L**D**** w KQkq - 0 1,196395
l*d*****/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L**D**** w KQkq - 0 1,197281
l**d****/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L**D**** w KQkq - 0 1,197281
l****d**/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L**D**** w KQkq - 0 1,197281
l*****d*/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L**D**** w KQkq - 0 1,196395
l******d/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L**D**** w KQkq - 0 1,197281
ld******/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L****D** w KQkq - 0 1,196395
l*d*****/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L****D** w KQkq - 0 1,197281
l**d****/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L****D** w KQkq - 0 1,197281
l****d**/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L****D** w KQkq - 0 1,197281
l*****d*/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L****D** w KQkq - 0 1,196395
l******d/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L****D** w KQkq - 0 1,197281
ld******/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L*****D* w KQkq - 0 1,195507
l*d*****/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L*****D* w KQkq - 0 1,196389
l**d****/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L*****D* w KQkq - 0 1,196389
l****d**/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L*****D* w KQkq - 0 1,196389
l*****d*/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L*****D* w KQkq - 0 1,195507
l******d/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L*****D* w KQkq - 0 1,196389
ld******/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L******D w KQkq - 0 1,196395
l*d*****/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L******D w KQkq - 0 1,197281
l**d****/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L******D w KQkq - 0 1,197281
l****d**/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L******D w KQkq - 0 1,197281
l*****d*/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L******D w KQkq - 0 1,196395
l******d/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L******D w KQkq - 0 1,197281
dl******/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/LD****** w KQkq - 0 1,195507
*ld*****/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/LD****** w KQkq - 0 1,195507
*l*d****/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/LD****** w KQkq - 0 1,195507
*l**d***/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/LD****** w KQkq - 0 1,195507
*l***d**/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/LD****** w KQkq - 0 1,195507
*l****d*/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/LD****** w KQkq - 0 1,194625
*l*****d/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/LD****** w KQkq - 0 1,195507
dl******/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L*D***** w KQkq - 0 1,196395
*ld*****/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L*D***** w KQkq - 0 1,196395
*l*d****/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L*D***** w KQkq - 0 1,196395
*l**d***/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L*D***** w KQkq - 0 1,196395
*l***d**/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L*D***** w KQkq - 0 1,196395
*l****d*/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L*D***** w KQkq - 0 1,195509
*l*****d/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L*D***** w KQkq - 0 1,196395
dl******/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L**D**** w KQkq - 0 1,196395
*ld*****/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L**D**** w KQkq - 0 1,196395
*l*d****/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L**D**** w KQkq - 0 1,196395
*l**d***/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L**D**** w KQkq - 0 1,196395
*l***d**/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L**D**** w KQkq - 0 1,196395
*l****d*/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L**D**** w KQkq - 0 1,195509
*l*****d/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L**D**** w KQkq - 0 1,196395
dl******/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L****D** w KQkq - 0 1,196395
*ld*****/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L****D** w KQkq - 0 1,196395
*l*d****/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L****D** w KQkq - 0 1,196395
*l**d***/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L****D** w KQkq - 0 1,196395
*l***d**/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L****D** w KQkq - 0 1,196395
*l****d*/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L****D** w KQkq - 0 1,195509
*l*****d/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L****D** w KQkq - 0 1,196395
dl******/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L*****D* w KQkq - 0 1,195507
*ld*****/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L*****D* w KQkq - 0 1,195507
*l*d****/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L*****D* w KQkq - 0 1,195507
*l**d***/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L*****D* w KQkq - 0 1,195507
*l***d**/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L*****D* w KQkq - 0 1,195507
*l****d*/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L*****D* w KQkq - 0 1,194625
*l*****d/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L*****D* w KQkq - 0 1,195507
dl******/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L******D w KQkq - 0 1,196395
*ld*****/rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR/L******D w KQkq - 0 1,196395
